,date,volume.x,low_price,high_price,volume.y,earning_yield,operating_earning_yield,ps_ratio,dividend_yield,ev_revenues,price_to_book_value,ev_ebit,pe_ratio,peg_ratio
3008,03/15/2002,1.338M,13.75,13.9,1.338M,11.09%,25.74%,0.8776,3.61%,1.399,1.839,5.925,9.014,NA
2993,03/14/2002,1.010M,13.53,13.74,1.010M,11.19%,25.96%,0.87,3.65%,1.392,1.823,5.893,8.936,NA
2980,03/13/2002,985400,13.65,13.85,985400,11.2%,25.98%,0.8694,3.65%,1.391,1.822,5.89,8.93,NA
2966,03/12/2002,1.038M,13.36,13.73,1.038M,11.19%,25.96%,0.87,3.65%,1.392,1.823,5.893,8.936,NA
2951,03/11/2002,1.264M,13.36,13.62,1.264M,11.31%,26.24%,0.8609,3.68%,1.382,1.804,5.854,8.842,NA
3333,03/08/2002,723900,13.37,13.65,723900,11.43%,26.53%,0.8515,3.72%,1.373,1.784,5.814,8.746,NA
3318,03/07/2002,1.755M,13.45,13.65,1.755M,11.34%,26.31%,0.8585,3.69%,1.38,1.799,5.844,8.818,NA
3305,03/06/2002,1.159M,13.21,13.66,1.159M,11.25%,26.1%,0.8655,3.66%,1.387,1.814,5.874,8.889,NA
3291,03/05/2002,1.111M,13.19,13.48,1.111M,11.45%,26.56%,0.8503,3.73%,1.372,1.782,5.809,8.733,NA
3276,03/04/2002,1.346M,13.14,13.48,1.346M,11.43%,26.52%,0.8518,3.72%,1.373,1.785,5.816,8.749,NA
2923,03/01/2002,1.990M,12.84,13.38,1.990M,11.61%,26.93%,0.8387,3.78%,1.36,1.758,5.76,8.614,NA
1550,02/28/2002,957700,12.76,12.96,957700,11.92%,27.66%,0.8165,3.88%,1.338,1.711,5.666,8.386,NA
1536,02/27/2002,770500,12.71,12.89,770500,11.97%,27.77%,0.8134,3.9%,1.334,1.703,5.65,8.355,NA
1523,02/26/2002,1.330M,12.54,12.83,1.330M,12%,27.83%,0.8116,3.91%,1.332,1.7,5.642,8.336,NA
1508,02/25/2002,1.311M,12.35,12.71,1.311M,12.13%,28.13%,0.8028,3.95%,1.324,1.681,5.605,8.246,NA
1464,02/22/2002,864400,12.16,12.48,864400,12.34%,28.63%,0.7888,4.02%,1.31,1.652,5.546,8.102,NA
1452,02/21/2002,785800,12.08,12.29,785800,12.64%,29.31%,0.7706,4.12%,1.291,1.614,5.469,7.914,NA
1442,02/20/2002,830000,11.87,12.16,830000,12.77%,29.63%,0.7623,4.16%,1.283,1.596,5.434,7.83,NA
1415,02/19/2002,1.252M,11.99,12.21,1.252M,12.7%,29.46%,0.7666,4.14%,1.287,1.605,5.452,7.874,NA
1368,02/15/2002,972000,12.18,12.37,972000,12.47%,28.94%,0.7806,4.06%,1.301,1.634,5.511,8.018,NA
1355,02/14/2002,693000,12.09,12.36,693000,12.46%,28.9%,0.7815,4.06%,1.302,1.636,5.515,8.027,NA
1341,02/13/2002,1.280M,12.02,12.17,1.280M,12.62%,29.28%,0.7715,4.11%,1.292,1.615,5.472,7.924,NA
1328,02/12/2002,1.086M,12.09,12.3,1.086M,12.56%,29.14%,0.7751,4.09%,1.296,1.623,5.488,7.961,NA
1313,02/11/2002,653200,11.99,12.38,653200,12.4%,28.77%,0.7852,4.04%,1.306,1.644,5.53,8.064,NA
1639,02/08/2002,1.162M,12,12.18,1.162M,12.62%,29.27%,0.7718,4.11%,1.292,1.616,5.474,7.927,NA
1625,02/07/2002,778100,12.03,12.21,778100,12.62%,29.27%,0.7718,4.11%,1.292,1.616,5.474,7.927,NA
1611,02/06/2002,1.304M,12.19,12.48,1.304M,12.51%,29.01%,0.7785,4.07%,1.299,1.63,5.502,7.996,NA
1598,02/05/2002,977900,12.2,12.35,977900,12.5%,28.99%,0.7791,4.07%,1.3,1.631,5.505,8.002,NA
1583,02/04/2002,963200,12.17,12.49,963200,12.54%,29.09%,0.7763,4.08%,1.297,1.626,5.493,7.974,NA
1283,02/01/2002,764300,12.41,12.59,764300,12.22%,28.36%,0.7964,3.98%,1.317,1.668,5.578,8.18,NA
1970,01/31/2002,925100,10.79,10.97,925100,19.56%,62.55%,0.5548,4.59%,1.116,1.688,4.346,5.114,0.0208
1955,01/30/2002,915500,10.53,10.76,915500,19.87%,63.56%,0.546,4.66%,1.107,1.662,4.312,5.033,0.0204
1928,01/29/2002,951100,10.65,10.83,951100,19.87%,63.56%,0.546,4.66%,1.107,1.662,4.312,5.033,0.0204
1914,01/28/2002,968900,9.472,9.772,968900,6.41%,11.76%,0.8657,5.21%,1.532,2.004,7.33,15.6,0.5546
1871,01/25/2002,1.532M,10.79,10.91,1.532M,19.68%,62.96%,0.5512,4.62%,1.112,1.677,4.332,5.08,0.0206
1856,01/24/2002,776300,10.7,10.97,776300,19.52%,62.44%,0.5558,4.58%,1.117,1.691,4.35,5.123,0.0208
1841,01/23/2002,505000,10.79,11.06,505000,19.31%,61.76%,0.5619,4.53%,1.123,1.71,4.374,5.179,0.021
1828,01/22/2002,532300,10.76,10.91,532300,19.57%,62.61%,0.5543,4.6%,1.115,1.687,4.344,5.109,0.0207
1771,01/18/2002,690300,10.64,10.91,690300,19.96%,63.85%,0.5436,4.69%,1.104,1.654,4.302,5.01,0.0203
1760,01/17/2002,954100,10.7,11.12,954100,19.68%,62.96%,0.5512,4.62%,1.112,1.677,4.332,5.08,0.0206
1749,01/16/2002,839600,10.82,11.12,839600,19.36%,61.93%,0.5604,4.54%,1.121,1.705,4.368,5.165,0.021
1738,01/15/2002,715700,8.304,8.363,715700,5.74%,9.66%,0.8675,5.98%,1.876,1.864,9.926,17.42,NA
1725,01/14/2002,819500,10.34,10.76,819500,5.83%,10.69%,0.9522,4.74%,1.623,2.204,7.762,17.16,0.61
1682,01/11/2002,690900,11.21,11.39,690900,19%,60.77%,0.571,4.46%,1.132,1.738,4.41,5.264,0.0214
1667,01/10/2002,805500,11.15,11.33,805500,18.95%,60.61%,0.5726,4.45%,1.134,1.742,4.416,5.278,0.0214
2055,01/09/2002,710500,11,11.39,710500,19.1%,61.1%,0.568,4.48%,1.129,1.728,4.398,5.235,0.0213
2042,01/08/2002,718500,11.15,11.66,718500,18.55%,59.34%,0.5848,4.36%,1.146,1.78,4.463,5.39,0.0219
2028,01/07/2002,1.399M,10.22,10.79,1.399M,5.91%,10.84%,0.9387,4.81%,1.609,2.173,7.694,16.91,0.6014
1985,01/04/2002,902500,11.09,11.39,902500,18.9%,60.45%,0.5741,4.44%,1.135,1.747,4.422,5.292,0.0215
1942,01/03/2002,940700,11.12,11.66,940700,18.8%,60.13%,0.5772,4.41%,1.138,1.756,4.434,5.32,0.0216
1794,01/02/2002,988500,11.48,12.08,988500,18.36%,58.73%,0.5909,4.31%,1.152,1.798,4.487,5.446,0.0221
1182,12/31/2001,732500,12.72,13,732500,12.06%,27.99%,0.8071,3.93%,1.328,1.69,5.623,8.29,NA
1125,12/28/2001,810500,12.8,13.05,810500,17.96%,34.13%,0.6709,3.87%,1.081,1.646,4.548,5.567,1.174
1110,12/27/2001,698500,12.67,12.91,698500,18.15%,34.48%,0.6639,3.91%,1.074,1.629,4.519,5.51,1.162
1098,12/26/2001,696300,12.69,12.94,696300,18.03%,34.25%,0.6684,3.89%,1.078,1.64,4.538,5.547,1.17
1087,12/24/2001,543500,12.5,12.68,543500,18.37%,34.91%,0.6559,3.96%,1.066,1.609,4.485,5.443,1.148
1045,12/21/2001,1.304M,12.5,12.61,1.304M,18.5%,35.14%,0.6515,3.99%,1.062,1.598,4.466,5.406,1.14
1030,12/20/2001,1.361M,12.31,12.49,1.361M,18.68%,35.48%,0.6452,4.02%,1.055,1.583,4.44,5.354,1.13
1001,12/19/2001,1.101M,11.94,12.25,1.101M,18.98%,36.05%,0.635,4.09%,1.045,1.558,4.397,5.27,1.112
988,12/18/2001,671000,11.86,12.11,671000,19.21%,36.5%,0.6273,4.14%,1.037,1.539,4.364,5.206,1.098
974,12/17/2001,585900,11.72,12.04,585900,19.54%,37.12%,0.6168,4.21%,1.027,1.513,4.32,5.119,1.08
931,12/14/2001,993600,11.68,11.94,993600,19.54%,37.13%,0.6166,4.21%,1.026,1.513,4.319,5.117,1.079
916,12/13/2001,657500,11.59,11.89,657500,19.87%,37.76%,0.6064,4.28%,1.016,1.488,4.276,5.032,1.062
901,12/12/2001,743000,11.76,11.97,743000,19.56%,37.16%,0.6161,4.22%,1.026,1.512,4.317,5.112,1.078
888,12/11/2001,715300,11.86,12.11,715300,19.54%,37.12%,0.6168,4.21%,1.027,1.513,4.32,5.119,1.08
874,12/10/2001,1.118M,11.89,12.11,1.118M,19.37%,36.8%,0.6221,4.18%,1.032,1.526,4.342,5.162,1.089
1239,12/07/2001,1.001M,12.02,12.37,1.001M,18.75%,35.62%,0.6428,4.04%,1.053,1.577,4.43,5.334,1.125
1224,12/06/2001,1.568M,12.18,12.6,1.568M,19.04%,36.18%,0.6328,4.1%,1.043,1.552,4.388,5.251,1.108
1209,12/05/2001,1.734M,12.48,12.87,1.734M,18.1%,34.38%,0.6659,3.9%,1.076,1.634,4.527,5.526,1.166
1196,12/04/2001,1.137M,12.07,12.47,1.137M,18.6%,35.35%,0.6477,4.01%,1.058,1.589,4.451,5.375,1.134
1154,12/03/2001,1.151M,11.77,12.33,1.151M,19.07%,36.22%,0.632,4.11%,1.042,1.551,4.384,5.245,1.106
4092,11/30/2001,1.435M,10.07,10.85,1.435M,21.36%,57.75%,0.5893,4.82%,1.227,1.694,4.414,4.682,4E-04
4062,11/29/2001,1.419M,10.55,10.88,1.419M,20.64%,55.82%,0.6098,4.66%,1.247,1.753,4.486,4.845,4E-04
4049,11/28/2001,1.699M,10.67,10.91,1.699M,20.3%,54.9%,0.62,4.58%,1.257,1.783,4.522,4.926,4E-04
4039,11/27/2001,810000,10.34,10.73,810000,20.81%,56.29%,0.6047,4.7%,1.242,1.738,4.468,4.804,4E-04
4027,11/26/2001,163000,10.76,10.94,163000,0.19%,8.41%,1.046,4.65%,1.954,2.46,17.09,538.08,NA
3993,11/23/2001,588700,10.82,11.21,588700,0.18%,8.29%,1.06,4.58%,1.97,2.494,17.23,545.57,NA
3967,11/21/2001,1.680M,9.952,10.55,1.680M,21.05%,56.93%,0.5978,4.75%,1.236,1.719,4.444,4.75,4E-04
3954,11/20/2001,692000,9.922,10.16,692000,22.26%,60.19%,0.5655,5.02%,1.204,1.626,4.33,4.493,4E-04
3925,11/19/2001,679000,11.18,11.69,679000,0.18%,8.05%,1.093,4.45%,2.005,2.57,17.53,562.06,NA
3882,11/16/2001,1.156M,10.01,10.16,1.156M,22.06%,59.65%,0.5706,4.98%,1.209,1.641,4.348,4.534,4E-04
3867,11/15/2001,743800,9.952,10.13,743800,22.06%,59.65%,0.5706,4.98%,1.209,1.641,4.348,4.534,4E-04
3852,11/14/2001,711000,9.622,10.04,711000,22.19%,60.01%,0.5672,5.01%,1.206,1.631,4.336,4.507,4E-04
3839,11/13/2001,503300,9.592,10.01,503300,23.09%,62.45%,0.545,5.21%,1.184,1.567,4.258,4.331,4E-04
3825,11/12/2001,487300,11.09,11.39,487300,0.18%,7.94%,1.107,4.39%,2.02,2.604,17.67,569.55,NA
4177,11/09/2001,532800,9.682,10.01,532800,22.6%,61.11%,0.557,5.1%,1.196,1.601,4.3,4.425,4E-04
4162,11/08/2001,947300,9.772,10.04,947300,22.53%,60.92%,0.5587,5.09%,1.197,1.606,4.306,4.439,4E-04
4147,11/07/2001,1.589M,9.532,10.07,1.589M,22.32%,60.37%,0.5638,5.04%,1.202,1.621,4.324,4.48,4E-04
4134,11/06/2001,683700,9.562,9.682,683700,23.02%,62.25%,0.5467,5.2%,1.186,1.572,4.264,4.344,4E-04
4120,11/05/2001,294100,10.43,10.88,294100,0.19%,8.62%,1.02,4.77%,1.926,2.398,16.84,524.59,NA
3940,11/02/2001,1.144M,9.472,9.892,1.144M,23.16%,62.64%,0.5433,5.23%,1.182,1.562,4.252,4.317,4E-04
3782,11/01/2001,1.155M,9.592,9.892,1.155M,22.39%,60.55%,0.5621,5.05%,1.201,1.616,4.318,4.466,4E-04
4530,10/31/2001,1.244M,9.413,9.772,1.244M,23.24%,62.84%,0.5416,5.25%,1.18,1.557,4.246,4.304,4E-04
4518,10/30/2001,1.648M,9.293,9.652,1.648M,22.95%,62.06%,0.5484,5.18%,1.187,1.577,4.27,4.358,4E-04
4491,10/29/2001,709100,10.88,11.09,709100,0.18%,8.27%,1.064,4.57%,1.973,2.501,17.26,547.07,NA
4448,10/26/2001,475800,9.233,9.562,475800,23.53%,63.64%,0.5348,5.31%,1.174,1.538,4.221,4.25,4E-04
4433,10/25/2001,686400,9.203,9.562,686400,23.84%,64.46%,0.528,5.38%,1.167,1.518,4.197,4.195,4E-04
4418,10/24/2001,767300,9.472,9.982,767300,23.24%,62.84%,0.5416,5.25%,1.18,1.557,4.246,4.304,4E-04
4405,10/23/2001,785800,9.712,10.01,785800,22.53%,60.92%,0.5587,5.09%,1.197,1.606,4.306,4.439,4E-04
4391,10/22/2001,766700,10.88,11.06,766700,0.18%,8.2%,1.072,4.53%,1.983,2.522,17.34,551.57,NA
4334,10/19/2001,784700,9.502,9.892,784700,22.95%,62.06%,0.5484,5.18%,1.187,1.577,4.27,4.358,4E-04
4319,10/18/2001,615000,9.652,9.982,615000,22.81%,61.68%,0.5519,5.15%,1.191,1.587,4.282,4.385,4E-04
4304,10/17/2001,673600,9.742,10.07,673600,22.67%,61.3%,0.5553,5.12%,1.194,1.596,4.294,4.412,4E-04
4291,10/16/2001,872000,9.652,9.952,872000,22.67%,61.3%,0.5553,5.12%,1.194,1.596,4.294,4.412,4E-04
4277,10/15/2001,675500,10.64,11.03,675500,0.19%,8.38%,1.049,4.63%,1.958,2.467,17.12,539.58,NA
4234,10/12/2001,922300,10.19,10.55,922300,21.29%,57.59%,0.591,4.81%,1.229,1.699,4.42,4.696,4E-04
4219,10/11/2001,1.164M,10.07,10.58,1.164M,21.54%,58.26%,0.5842,4.86%,1.222,1.68,4.396,4.642,4E-04
4204,10/10/2001,1.111M,10.01,10.43,1.111M,21.48%,58.09%,0.5859,4.85%,1.224,1.685,4.402,4.656,4E-04
4617,10/09/2001,1.552M,9.742,9.982,1.552M,22.19%,60.01%,0.5672,5.01%,1.206,1.631,4.336,4.507,4E-04
4603,10/08/2001,2.127M,10.1,10.73,2.127M,0.19%,8.75%,1.005,4.83%,1.91,2.364,16.71,517.09,NA
4560,10/05/2001,918000,9.772,10.22,918000,21.99%,59.47%,0.5723,4.96%,1.211,1.645,4.354,4.547,4E-04
4545,10/04/2001,1.305M,10.04,10.67,1.305M,21.93%,59.3%,0.574,4.95%,1.212,1.65,4.36,4.561,4E-04
4503,10/03/2001,1.227M,10.49,10.79,1.227M,20.81%,56.29%,0.6047,4.7%,1.242,1.738,4.468,4.804,4E-04
4348,10/02/2001,1.610M,10.43,10.61,1.610M,20.87%,56.45%,0.6029,4.71%,1.241,1.734,4.462,4.791,4E-04
4191,10/01/2001,992300,10.85,11.24,992300,0.18%,8.2%,1.072,4.53%,1.983,2.522,17.34,551.57,NA
760,08/31/2001,675100,13.14,13.36,675100,17.24%,36.92%,0.5956,3.79%,1.03,1.761,4.58,5.802,0.2489
4976,08/31/2001,3.950M,48.73,49.78,3.950M,12.16%,19.16%,2.381,1.42%,2.482,2.306,5.32,8.226,0.2288
745,08/30/2001,753700,13.19,13.64,753700,17.12%,36.66%,0.5997,3.76%,1.034,1.774,4.598,5.842,0.2507
4961,08/30/2001,905800,8.873,9.472,905800,-7.29%,9.22%,0.9242,5.36%,1.918,1.914,30.29,NA,NA
715,08/29/2001,727100,13.36,13.67,727100,17%,36.41%,0.6038,3.74%,1.038,1.786,4.617,5.882,0.2524
4931,08/29/2001,5.292M,70.83,74.2,5.292M,9.8%,15.48%,2.689,2.44%,2.752,1.671,6.528,10.21,0.231
702,08/28/2001,1.001M,13.34,13.55,1.001M,16.96%,36.34%,0.6051,3.73%,1.04,1.79,4.623,5.895,0.2529
4918,08/28/2001,4.811M,63.57,65.57,4.811M,-4.46%,11.05%,2.75,4.62%,3.034,1.459,9.986,NA,NA
688,08/27/2001,435200,13.37,13.65,435200,17.01%,36.44%,0.6034,3.74%,1.038,1.784,4.615,5.878,0.2522
4904,08/27/2001,4.862M,67.83,68.96,4.862M,-14.96%,,4.796,4.38%,5.218,2.27,NA,NA,-0.0256
645,08/24/2001,592700,13.27,13.56,592700,16.86%,36.1%,0.609,3.7%,1.044,1.801,4.64,5.933,0.2545
4861,08/24/2001,3.876M,87.67,89.67,3.876M,6.1%,8.12%,3.569,2.76%,3.794,1.718,13.1,16.39,NA
630,08/23/2001,789200,13.21,13.39,789200,17.08%,36.58%,0.601,3.75%,1.036,1.777,4.604,5.855,0.2512
4846,08/23/2001,4.499M,87.21,87.91,4.499M,6.2%,8.24%,3.514,2.81%,3.739,1.691,12.91,16.14,NA
615,08/22/2001,1.181M,13.18,13.79,1.181M,17.23%,36.9%,0.5958,3.79%,1.03,1.762,4.581,5.804,0.249
4831,08/22/2001,11.03M,67.58,70.9,11.03M,10.27%,16.22%,2.566,2.55%,2.629,1.594,6.236,9.742,0.2204
602,08/21/2001,592500,13.31,13.57,592500,16.94%,36.28%,0.606,3.72%,1.041,1.792,4.627,5.903,0.2533
4818,08/21/2001,3.423M,66.39,67.32,3.423M,-4.25%,10.53%,2.886,4.4%,3.169,1.532,10.43,NA,NA
588,08/20/2001,481200,13.31,13.49,481200,16.93%,36.27%,0.6062,3.72%,1.041,1.793,4.628,5.905,0.2534
4804,08/20/2001,4.338M,70.49,71.31,4.338M,-14.57%,,4.925,4.27%,5.347,2.331,NA,NA,-0.0262
531,08/17/2001,590100,13.43,13.69,590100,16.91%,36.22%,0.6071,3.72%,1.042,1.795,4.631,5.914,0.2537
4747,08/17/2001,7.114M,72.7,73.88,7.114M,6.72%,11.87%,3.42,1.94%,3.382,1.928,8.242,14.89,2.372
516,08/16/2001,856400,13.44,13.81,856400,16.7%,35.77%,0.6147,3.67%,1.049,1.818,4.665,5.987,0.2569
4732,08/16/2001,5.146M,72.98,75.06,5.146M,6.7%,11.83%,3.431,1.94%,3.393,1.934,8.269,14.94,2.379
501,08/15/2001,984700,13.28,13.84,984700,16.61%,35.59%,0.6179,3.65%,1.053,1.827,4.68,6.019,0.2583
4717,08/15/2001,4.994M,73.63,75.3,4.994M,6.17%,10.02%,3.353,1.74%,3.397,2.181,10.06,16.2,NA
488,08/14/2001,554500,13.07,13.33,554500,17.19%,36.82%,0.5971,3.78%,1.032,1.766,4.587,5.817,0.2496
4704,08/14/2001,5.278M,76.34,80.38,5.278M,8.91%,14.08%,2.956,2.22%,3.019,1.837,7.16,11.22,0.2539
474,08/13/2001,352700,13.17,13.37,352700,17.26%,36.97%,0.5948,3.79%,1.029,1.759,4.576,5.793,0.2486
4690,08/13/2001,6.163M,75.61,77.7,6.163M,9.17%,14.5%,2.871,2.28%,2.934,1.784,6.959,10.9,0.2466
431,08/10/2001,355700,12.9,13.3,355700,17.29%,37.02%,0.5939,3.8%,1.028,1.756,4.572,5.785,0.2482
4647,08/10/2001,1.814M,25.1,25.59,1.814M,9.57%,17.9%,1.984,2.15%,2.375,2.194,6.521,10.45,0.3542
845,08/09/2001,722500,12.69,13.02,722500,17.54%,37.56%,0.5854,3.85%,1.02,1.731,4.535,5.703,0.2447
830,08/08/2001,625400,12.76,13.26,625400,17.73%,37.97%,0.5792,3.9%,1.014,1.713,4.507,5.642,0.2421
817,08/07/2001,734500,13.05,13.28,734500,17.4%,37.27%,0.59,3.82%,1.024,1.745,4.555,5.747,0.2466
5033,08/07/2001,4.226M,67.47,70.53,4.226M,-4.2%,10.4%,2.923,4.35%,3.205,1.551,10.55,NA,NA
803,08/06/2001,494200,12.94,13.19,494200,17.51%,37.5%,0.5863,3.85%,1.021,1.734,4.538,5.711,0.245
5019,08/06/2001,5.019M,76.79,77.9,5.019M,-13.21%,,5.431,3.87%,5.854,2.571,NA,NA,-0.0289
731,08/03/2001,505500,12.96,13.23,505500,17.37%,37.21%,0.5909,3.82%,1.025,1.747,4.559,5.756,0.247
4947,08/03/2001,863200,10.31,10.76,863200,-7.95%,5.58%,1.06,4.85%,2.127,2.218,39.31,NA,NA
574,08/02/2001,653500,13.05,13.29,653500,17.22%,36.88%,0.5963,3.78%,1.031,1.763,4.583,5.808,0.2492
4790,08/02/2001,5.666M,69.19,71.37,5.666M,-4%,9.89%,3.071,4.1%,3.352,1.63,11.03,NA,NA
415,08/01/2001,696300,13.09,13.42,696300,17.3%,37.05%,0.5935,3.8%,1.028,1.755,4.57,5.781,0.248
4631,08/01/2001,1.102M,10.34,10.61,1.102M,-1%,5.13%,1.077,4.75%,2.046,2.556,20.47,NA,NA
2410,07/31/2001,761300,13.2,13.48,761300,17.16%,36.76%,0.5982,3.77%,1.033,1.769,4.592,5.827,0.25
2396,07/30/2001,723800,13.21,13.43,723800,17.09%,36.61%,0.6006,3.76%,1.035,1.776,4.602,5.85,0.251
2342,07/27/2001,908500,12.85,13.26,908500,17.31%,37.08%,0.593,3.8%,1.028,1.754,4.568,5.776,0.2479
2327,07/26/2001,1.228M,12.77,13.14,1.228M,17.45%,37.37%,0.5885,3.83%,1.023,1.74,4.548,5.732,0.246
2312,07/25/2001,1.058M,12.36,12.9,1.058M,17.73%,37.97%,0.5792,3.9%,1.014,1.713,4.507,5.642,0.2421
2299,07/24/2001,997400,12.26,12.69,997400,18.41%,39.44%,0.5575,4.05%,0.9919,1.649,4.41,5.431,0.233
2285,07/23/2001,892000,12.57,12.8,892000,18%,38.56%,0.5703,3.96%,1.005,1.686,4.467,5.555,0.2384
2242,07/20/2001,1.563M,12.47,12.64,1.563M,18.11%,38.79%,0.5668,3.98%,1.001,1.676,4.451,5.522,0.2369
2213,07/19/2001,1.128M,12.41,12.66,1.128M,18.19%,38.97%,0.5642,4%,0.9986,1.669,4.44,5.496,0.2358
2198,07/18/2001,1.527M,12.24,12.65,1.527M,18.49%,39.61%,0.5551,4.06%,0.9895,1.642,4.399,5.408,0.232
2185,07/17/2001,1.015M,12.69,12.91,1.015M,17.85%,38.24%,0.5751,3.92%,1.01,1.701,4.488,5.602,0.2403
2171,07/16/2001,718700,12.71,13.07,718700,17.8%,38.12%,0.5768,3.91%,1.011,1.706,4.496,5.618,0.2411
2128,07/13/2001,501200,12.77,13.14,501200,17.57%,37.63%,0.5844,3.86%,1.019,1.728,4.53,5.692,0.2442
2113,07/12/2001,947200,12.69,12.94,947200,17.62%,37.74%,0.5826,3.87%,1.017,1.723,4.522,5.675,0.2435
2098,07/11/2001,1.224M,12.62,12.88,1.224M,17.73%,37.98%,0.579,3.9%,1.013,1.712,4.506,5.64,0.242
2085,07/10/2001,1.393M,12.64,12.95,1.393M,17.69%,37.88%,0.5805,3.89%,1.015,1.717,4.512,5.654,0.2426
2479,07/09/2001,791000,12.69,12.92,791000,17.81%,38.14%,0.5765,3.91%,1.011,1.705,4.494,5.615,0.2409
2436,07/06/2001,889900,12.75,13.14,889900,17.48%,37.43%,0.5874,3.84%,1.022,1.737,4.543,5.722,0.2455
2423,07/05/2001,1.063M,12.6,13.06,1.063M,17.65%,37.81%,0.5816,3.88%,1.016,1.72,4.517,5.665,0.2431
2384,07/03/2001,472400,12.58,12.78,472400,17.95%,38.44%,0.572,3.94%,1.006,1.692,4.475,5.572,0.2391
2227,07/02/2001,1.182M,12.57,12.87,1.182M,17.97%,38.48%,0.5714,3.95%,1.006,1.69,4.472,5.566,0.2388
2793,06/29/2001,1.418M,12.72,12.97,1.418M,18.9%,41.46%,0.5767,3.92%,1.019,1.838,4.185,5.292,0.0437
2778,06/28/2001,1.516M,12.66,13.06,1.516M,18.96%,41.6%,0.5747,3.93%,1.017,1.832,4.177,5.274,0.0435
2763,06/27/2001,735600,13,13.29,735600,18.38%,40.32%,0.5929,3.81%,1.035,1.89,4.252,5.441,0.0449
2750,06/26/2001,923400,13.15,13.42,923400,18.1%,39.71%,0.6021,3.76%,1.044,1.919,4.289,5.525,0.0456
2736,06/25/2001,1.510M,13.29,13.66,1.510M,18.14%,39.79%,0.6008,3.76%,1.043,1.914,4.284,5.513,0.0455
2693,06/22/2001,934400,13.2,13.77,934400,17.72%,38.87%,0.6151,3.68%,1.057,1.96,4.343,5.644,0.0466
2678,06/21/2001,1.233M,13.21,13.84,1.233M,17.95%,39.37%,0.6073,3.72%,1.049,1.935,4.311,5.572,0.046
2663,06/20/2001,894200,13.67,14.19,894200,17.54%,38.47%,0.6214,3.64%,1.063,1.98,4.369,5.702,0.0471
2635,06/19/2001,507300,13.78,13.91,507300,17.33%,38.02%,0.6287,3.6%,1.071,2.004,4.399,5.769,0.0476
2621,06/18/2001,571100,13.89,14.17,571100,17.36%,38.08%,0.6279,3.6%,1.07,2.001,4.395,5.761,0.0476
2578,06/15/2001,1.099M,13.67,14.25,1.099M,17.11%,37.54%,0.6368,3.55%,1.079,2.029,4.432,5.843,0.0482
2563,06/14/2001,671700,13.91,14.24,671700,17.26%,37.85%,0.6316,3.58%,1.074,2.013,4.411,5.795,0.0479
2548,06/13/2001,874000,14.12,14.62,874000,16.98%,37.24%,0.642,3.52%,1.084,2.046,4.454,5.891,0.0486
2535,06/12/2001,773400,14.21,14.45,773400,16.68%,36.6%,0.6532,3.46%,1.095,2.082,4.5,5.994,0.0495
2522,06/11/2001,1.174M,14.17,14.42,1.174M,16.95%,37.19%,0.6428,3.52%,1.085,2.048,4.457,5.899,0.0487
2893,06/08/2001,703600,14.05,14.24,703600,17.03%,37.35%,0.64,3.53%,1.082,2.04,4.445,5.873,0.0485
2878,06/07/2001,985500,14.02,14.29,985500,17.06%,37.43%,0.6387,3.54%,1.081,2.035,4.44,5.861,0.0484
2863,06/06/2001,2.424M,14.29,14.57,2.424M,16.85%,36.96%,0.6467,3.5%,1.089,2.061,4.473,5.935,0.049
2850,06/05/2001,1.129M,14.31,14.75,1.129M,16.41%,36%,0.6641,3.4%,1.106,2.116,4.545,6.094,0.0503
2836,06/04/2001,1.128M,14.3,14.5,1.128M,16.69%,36.62%,0.6528,3.46%,1.095,2.08,4.498,5.99,0.0495
2494,06/01/2001,880000,14.1,14.39,880000,16.98%,37.24%,0.642,3.52%,1.084,2.046,4.454,5.891,0.0486
3685,05/31/2001,1.141M,14.17,14.44,1.141M,16.77%,36.78%,0.65,3.48%,1.092,2.071,4.486,5.964,0.0493
3674,05/30/2001,724400,14.29,14.62,724400,16.8%,36.85%,0.6487,3.49%,1.091,2.067,4.481,5.952,0.0492
3649,05/29/2001,907700,14.2,14.54,907700,16.67%,36.57%,0.6537,3.46%,1.096,2.083,4.502,5.998,0.0495
3603,05/25/2001,652900,14.16,14.48,652900,17%,37.3%,0.6409,3.53%,1.083,2.042,4.449,5.881,0.0486
3589,05/24/2001,661900,14.27,14.41,661900,16.82%,36.89%,0.648,3.49%,1.09,2.065,4.478,5.946,0.0491
3574,05/23/2001,1.086M,14.35,14.55,1.086M,16.7%,36.65%,0.6524,3.47%,1.094,2.079,4.496,5.986,0.0494
3561,05/22/2001,849000,14.51,14.68,849000,16.51%,36.21%,0.6602,3.42%,1.102,2.104,4.528,6.058,0.05
3547,05/21/2001,1.003M,14.7,14.91,1.003M,16.29%,35.73%,0.6691,3.38%,1.111,2.132,4.565,6.14,0.0507
3490,05/18/2001,1.335M,14.59,14.92,1.335M,16.17%,35.47%,0.6741,3.35%,1.116,2.148,4.586,6.185,0.0511
3475,05/17/2001,1.534M,14.46,14.68,1.534M,16.45%,36.08%,0.6626,3.41%,1.105,2.111,4.538,6.08,0.0502
3460,05/16/2001,1.722M,14.4,14.85,1.722M,16.47%,36.13%,0.6617,3.42%,1.104,2.109,4.535,6.072,0.0501
